時間戳記	lux1	lux2	led	dilution factor
2020/4/21 上午 8:21:42	418.23	571.39	68	1.5X
2020/4/21 上午 8:21:44	418.23	571.89	69	1.5X
2020/4/21 上午 8:22:04	430.16	588.3	70	1.5X
2020/4/21 上午 8:22:05	431.16	589.29	70	1.5X
2020/4/21 上午 8:22:07	430.66	589.29	71	1.5X
2020/4/21 上午 8:22:13	436.63	597.75	71	1.5X
2020/4/21 上午 8:22:14	437.13	596.26	71	1.5X
2020/4/21 上午 8:22:16	436.13	596.26	71	1.5X
2020/4/21 上午 8:22:17	436.13	598.25	71	1.5X
2020/4/21 上午 8:22:19	436.63	597.25	71	1.5X
2020/4/21 上午 8:23:22	479.89	655.93	78	1.5X
2020/4/21 上午 8:23:24	479.4	657.42	78	1.5X
2020/4/21 上午 8:23:25	479.4	656.92	78	1.5X
2020/4/21 上午 8:23:27	479.89	655.93	78	1.5X
2020/4/21 上午 8:23:28	478.9	656.92	78	1.5X
2020/4/21 上午 8:23:30	478.9	656.92	78	1.5X
2020/4/21 上午 8:23:32	479.4	655.93	78	1.5X
2020/4/21 上午 8:23:33	478.9	655.93	78	1.5X
2020/4/21 上午 8:23:35	479.89	656.92	78	1.5X
2020/4/21 上午 8:23:39	486.36	664.88	79	1.5X
2020/4/21 上午 8:23:41	486.36	665.88	79	1.5X
2020/4/21 上午 8:23:43	485.36	664.38	79	1.5X
2020/4/21 上午 8:23:44	485.86	664.38	79	1.5X
2020/4/21 上午 8:23:45	480.39	656.42	78	1.5X
2020/4/21 上午 8:23:46	486.36	665.88	79	1.5X
2020/4/21 上午 8:23:47	486.36	665.88	79	1.5X
2020/4/21 上午 8:23:49	485.36	665.88	79	1.5X
2020/4/21 上午 8:23:50	485.86	665.38	79	1.5X
2020/4/21 上午 8:23:52	485.86	665.88	79	1.5X
2020/4/21 上午 8:23:55	486.36	664.38	79	1.5X
2020/4/21 上午 8:23:57	486.36	665.88	79	1.5X
2020/4/21 上午 8:23:59	485.36	665.38	79	1.5X
2020/4/21 上午 8:24:00	485.86	664.88	79	1.5X
2020/4/21 上午 8:24:02	485.36	665.88	79	1.5X
2020/4/21 上午 8:24:03	486.36	665.88	79	1.5X
2020/4/21 上午 8:24:05	485.36	664.38	79	1.5X
2020/4/21 上午 8:24:06	486.36	664.88	80	1.5X
2020/4/21 上午 8:24:10	498.29	681.79	81	1.5X
2020/4/21 上午 8:24:12	497.3	682.78	81	1.5X
2020/4/21 上午 8:24:13	498.79	682.78	81	1.5X
2020/4/21 上午 8:24:31	498.79	682.78	81	1.5X
2020/4/21 上午 8:24:33	498.79	681.29	81	1.5X
2020/4/21 上午 8:24:34	497.3	682.78	82	1.5X
2020/4/21 上午 8:24:36	504.26	690.74	82	1.5X
2020/4/21 上午 8:24:37	504.26	691.24	82	1.5X
2020/4/21 上午 8:24:39	508.24	695.72	83	1.5X
2020/4/21 上午 8:24:42	509.73	699.69	83	1.5X
2020/4/21 上午 8:24:43	510.73	697.7	84	1.5X
2020/4/21 上午 8:24:45	516.2	708.15	84	1.5X
2020/4/21 上午 8:24:48	516.2	707.15	84	1.5X
2020/4/21 上午 8:24:51	522.16	716.6	85	1.5X
2020/4/21 上午 8:24:52	522.16	716.6	85	1.5X
2020/4/21 上午 8:24:54	523.16	715.6	85	1.5X
2020/4/21 上午 8:24:55	522.66	716.1	86	1.5X
2020/4/21 上午 8:24:57	528.63	725.55	86	1.5X
2020/4/21 上午 8:24:58	528.13	723.56	86	1.5X
2020/4/21 上午 8:25:00	529.62	724.06	87	1.5X
2020/4/21 上午 8:25:01	387.4	528.62	63	1.5X
2020/4/21 上午 8:25:01	534.1	733.51	87	1.5X
2020/4/21 上午 8:25:03	539.07	732.51	88	1.5X
2020/4/21 上午 8:25:04	541.56	740.97	88	1.5X
2020/4/21 上午 8:25:06	541.56	743.95	89	1.5X
2020/4/21 上午 8:25:07	548.02	750.41	89	1.5X
2020/4/21 上午 8:25:09	547.03	748.92	89	1.5X
2020/4/21 上午 8:25:10	548.52	749.42	90	1.5X
2020/4/21 上午 8:25:12	553	759.37	90	1.5X
2020/4/21 上午 8:25:13	400.33	546.52	65	1.5X
2020/4/21 上午 8:25:13	553	759.37	91	1.5X
2020/4/21 上午 8:25:15	559.96	764.34	91	1.5X
2020/4/21 上午 8:25:16	559.96	767.32	92	1.5X
2020/4/21 上午 8:25:18	565.43	775.78	92	1.5X
2020/4/21 上午 8:25:19	565.43	775.28	93	1.5X
2020/4/21 上午 8:25:21	572.89	784.23	93	1.5X
2020/4/21 上午 8:25:23	409.28	561.94	67	1.5X
2020/4/21 上午 8:25:24	578.86	791.69	94	1.5X
2020/4/21 上午 8:25:25	578.86	793.18	94	1.5X
2020/4/21 上午 8:25:27	578.86	793.18	94	1.5X
2020/4/21 上午 8:25:29	577.86	791.69	95	1.5X
2020/4/21 上午 8:25:30	585.32	801.14	95	1.5X
2020/4/21 上午 8:25:32	585.32	801.63	96	1.5X
2020/4/21 上午 8:25:33	590.3	810.09	96	1.5X
2020/4/21 上午 8:25:35	590.79	808.6	96	1.5X
2020/4/21 上午 8:25:36	590.29	810.59	96	1.5X
2020/4/21 上午 8:25:38	590.79	809.59	96	1.5X
2020/4/21 上午 8:25:39	590.3	809.1	97	1.5X
2020/4/21 上午 8:25:41	597.26	818.55	98	1.5X
2020/4/21 上午 8:25:42	602.23	823.52	98	1.5X
2020/4/21 上午 8:25:44	602.23	827	99	1.5X
2020/4/21 上午 8:25:44	423.7	579.85	69	1.5X
2020/4/21 上午 8:25:45	609.19	834.46	99	1.5X
2020/4/21 上午 8:25:47	608.2	835.95	99	1.5X
2020/4/21 上午 8:25:48	609.69	836.45	100	1.5X
2020/4/21 上午 8:25:51	621.62	846.89	101	1.5X
2020/4/21 上午 8:25:53	627.59	860.81	102	1.5X
2020/4/21 上午 8:25:54	628.09	861.31	103	1.5X
2020/4/21 上午 8:25:56	633.06	868.28	103	1.5X
2020/4/21 上午 8:25:57	634.06	876.23	104	1.5X
2020/4/21 上午 8:25:59	639.03	875.73	104	1.5X
2020/4/21 上午 8:26:01	639.53	876.73	105	1.5X
2020/4/21 上午 8:26:02	645.49	886.68	105	1.5X
2020/4/21 上午 8:26:03	645.99	890.15	106	1.5X
2020/4/21 上午 8:26:05	652.95	894.13	107	1.5X
2020/4/21 上午 8:26:07	657.93	902.59	107	1.5X
2020/4/21 上午 8:26:08	658.42	904.08	107	1.5X
2020/4/21 上午 8:26:10	656.43	900.6	107	1.5X
2020/4/21 上午 8:26:11	664.89	909.55	108	1.5X
2020/4/21 上午 8:26:13	663.89	912.03	109	1.5X
2020/4/21 上午 8:26:14	670.86	920.49	109	1.5X
2020/4/21 上午 8:26:16	669.36	919.99	109	1.5X
2020/4/21 上午 8:26:17	677.32	927.95	110	1.5X
2020/4/21 上午 8:26:19	676.33	928.94	111	1.5X
2020/4/21 上午 8:26:20	684.78	935.91	112	1.5X
2020/4/21 上午 8:26:22	690.25	944.36	112	1.5X
2020/4/21 上午 8:26:23	688.76	946.35	112	1.5X
2020/4/21 上午 8:26:25	689.26	945.35	112	1.5X
2020/4/21 上午 8:26:26	689.26	944.86	113	1.5X
2020/4/21 上午 8:26:28	696.22	953.31	113	1.5X
2020/4/21 上午 8:26:31	700.7	962.27	114	1.5X
2020/4/21 上午 8:26:32	701.69	962.76	114	1.5X
2020/4/21 上午 8:26:34	703.18	962.26	115	1.5X
2020/4/21 上午 8:26:35	707.16	970.72	115	1.5X
2020/4/21 上午 8:26:37	707.16	970.72	116	1.5X
2020/4/21 上午 8:26:40	713.63	980.17	117	1.5X
2020/4/21 上午 8:26:41	720.09	987.62	117	1.5X
2020/4/21 上午 8:26:43	719.59	989.12	117	1.5X
2020/4/21 上午 8:26:44	720.09	986.63	118	1.5X
2020/4/21 上午 8:26:46	725.56	991.1	118	1.5X
2020/4/21 上午 8:26:47	726.06	1001.55	119	1.5X
2020/4/21 上午 8:26:49	733.02	1004.53	120	1.5X
2020/4/21 上午 8:26:50	737.99	1013.49	120	1.5X
2020/4/21 上午 8:26:52	740.48	1016.96	121	1.5X
2020/4/21 上午 8:26:53	743.96	1020.94	121	1.5X
2020/4/21 上午 8:26:55	751.42	1031.39	122	1.5X
2020/4/21 上午 8:26:57	749.93	1031.39	123	1.5X
2020/4/21 上午 8:26:58	757.39	1037.85	123	1.5X
2020/4/21 上午 8:27:00	757.39	1038.35	124	1.5X
2020/4/21 上午 8:27:01	762.86	1048.79	124	1.5X
2020/4/21 上午 8:27:03	760.87	1045.81	125	1.5X
2020/4/21 上午 8:27:04	769.82	1056.75	125	1.5X
2020/4/21 上午 8:27:06	769.82	1056.75	126	1.5X
2020/4/21 上午 8:27:07	777.28	1066.69	127	1.5X
2020/4/21 上午 8:27:09	782.25	1072.16	127	1.5X
2020/4/21 上午 8:27:10	780.26	1071.67	127	1.5X
2020/4/21 上午 8:27:12	781.76	1072.16	127	1.5X
2020/4/21 上午 8:27:17	788.22	1081.61	128	1.5X
2020/4/21 上午 8:27:18	787.72	1081.12	128	1.5X
2020/4/21 上午 8:27:19	787.23	1082.61	128	1.5X
2020/4/21 上午 8:27:21	787.23	1081.12	129	1.5X
2020/4/21 上午 8:27:22	794.69	1090.56	129	1.5X
2020/4/21 上午 8:27:25	793.69	1090.06	129	1.5X
2020/4/21 上午 8:27:27	793.69	1090.06	130	1.5X
2020/4/21 上午 8:27:30	799.66	1099.52	130	1.5X
2020/4/21 上午 8:27:28	801.65	1100.01	130	1.5X
2020/4/21 上午 8:27:33	806.62	1108.47	131	1.5X
2020/4/21 上午 8:27:34	478.9	656.92	79	1.5X
2020/4/21 上午 8:27:35	806.62	1108.47	131	1.5X
2020/4/21 上午 8:27:37	807.61	1110.46	132	1.5X
2020/4/21 上午 8:27:38	811.59	1116.92	132	1.5X
2020/4/21 上午 8:27:39	813.09	1116.92	132	1.5X
2020/4/21 上午 8:27:42	812.09	1116.42	132	1.5X
2020/4/21 上午 8:27:44	819.05	1124.87	133	1.5X
2020/4/21 上午 8:27:45	819.05	1124.87	134	1.5X
2020/4/21 上午 8:27:47	824.52	1132.83	134	1.5X
2020/4/21 上午 8:27:49	825.02	1132.83	135	1.5X
2020/4/21 上午 8:27:52	831.48	1141.29	136	1.5X
2020/4/21 上午 8:27:54	836.46	1151.23	136	1.5X
2020/4/21 上午 8:27:55	837.45	1149.74	136	1.5X
2020/4/21 上午 8:27:57	836.95	1149.74	137	1.5X
2020/4/21 上午 8:28:00	842.92	1159.69	137	1.5X
2020/4/21 上午 8:28:01	843.92	1158.2	137	1.5X
2020/4/21 上午 8:28:03	843.42	1159.19	137	1.5X
2020/4/21 上午 8:28:04	842.92	1158.7	137	1.5X
2020/4/21 上午 8:28:06	491.83	673.83	81	1.5X
2020/4/21 上午 8:28:06	842.92	1158.2	137	1.5X
2020/4/21 上午 8:28:08	843.92	1159.19	137	1.5X
2020/4/21 上午 8:28:09	840.93	1155.71	137	1.5X
2020/4/21 上午 8:28:10	842.92	1159.69	138	1.5X
2020/4/21 上午 8:28:12	849.39	1168.64	138	1.5X
2020/4/21 上午 8:28:14	849.39	1167.15	138	1.5X
2020/4/21 上午 8:28:16	848.89	1167.64	138	1.5X
2020/4/21 上午 8:28:17	848.39	1167.64	138	1.5X
2020/4/21 上午 8:28:18	850.38	1168.14	138	1.5X
2020/4/21 上午 8:28:20	848.89	1167.64	138	1.5X
2020/4/21 上午 8:28:22	853.86	1172.12	139	1.5X
2020/4/21 上午 8:28:23	855.85	1176.59	139	1.5X
2020/4/21 上午 8:28:25	855.85	1175.11	139	1.5X
2020/4/21 上午 8:28:27	854.36	1176.59	139	1.5X
2020/4/21 上午 8:28:28	856.35	1175.6	139	1.5X
2020/4/21 上午 8:28:30	856.35	1175.11	139	1.5X
2020/4/21 上午 8:28:32	855.85	1179.58	140	1.5X
2020/4/21 上午 8:28:33	861.32	1184.05	140	1.5X
2020/4/21 上午 8:28:35	862.32	1183.56	140	1.5X
2020/4/21 上午 8:28:37	860.82	1185.05	140	1.5X
2020/4/21 上午 8:28:38	860.82	1184.55	140	1.5X
2020/4/21 上午 8:28:40	862.32	1184.55	141	1.5X
2020/4/21 上午 8:28:41	867.29	1193.5	141	1.5X
2020/4/21 上午 8:28:43	869.28	1192.51	142	1.5X
2020/4/21 上午 8:28:45	873.26	1202.46	142	1.5X
2020/4/21 上午 8:28:46	872.76	1200.46	142	1.5X
2020/4/21 上午 8:28:48	872.76	1200.96	143	1.5X
2020/4/21 上午 8:28:50	880.72	1210.91	143	1.5X
2020/4/21 上午 8:28:51	886.19	1217.87	144	1.5X
2020/4/21 上午 8:28:53	886.68	1217.87	144	1.5X
2020/4/21 上午 8:28:55	885.69	1221.85	145	1.5X
2020/4/21 上午 8:28:56	893.65	1227.32	145	1.5X
2020/4/21 上午 8:28:58	891.66	1227.32	145	1.5X
2020/4/21 上午 8:29:00	893.15	1228.32	145	1.5X
2020/4/21 上午 8:29:01	892.15	1227.32	145	1.5X
2020/4/21 上午 8:29:03	892.65	1226.33	145	1.5X
2020/4/21 上午 8:29:07	893.15	1225.83	146	1.5X
2020/4/21 上午 8:29:08	897.62	1234.78	146	1.5X
2020/4/21 上午 8:29:10	901.6	1237.27	147	1.5X
2020/4/21 上午 8:29:11	904.09	1243.73	147	1.5X
2020/4/21 上午 8:29:13	904.59	1244.23	147	1.5X
2020/4/21 上午 8:29:15	904.09	1241.74	147	1.5X
2020/4/21 上午 8:29:17	905.09	1244.23	148	1.5X
2020/4/21 上午 8:29:18	910.56	1253.18	148	1.5X
2020/4/21 上午 8:29:20	910.56	1252.18	149	1.5X
2020/4/21 上午 8:29:22	918.02	1262.13	149	1.5X
2020/4/21 上午 8:29:24	916.52	1261.63	149	1.5X
2020/4/21 上午 8:29:26	923.49	1268.59	150	1.5X
2020/4/21 上午 8:29:27	923.49	1270.58	150	1.5X
2020/4/21 上午 8:29:50	571.4	784.73	94	1.5X
2020/4/21 上午 8:31:34	1878.63	2644.85	150	1.5^2X
2020/4/21 上午 8:31:35	1878.63	2648.83	150	1.5^2X
2020/4/21 上午 8:31:37	1881.12	2649.31	0	1.5^2X
2020/4/21 上午 8:31:38	0	0	0	1.5^2X
2020/4/21 上午 8:31:40	0	0	0	1.5^2X
2020/4/21 上午 8:31:41	0	0	0	1.5^2X
2020/4/21 上午 8:31:43	0	0	0	1.5^2X
2020/4/21 上午 8:31:44	0	0	0	1.5^2X
2020/4/21 上午 8:31:46	0	0	0	1.5^2X
2020/4/21 上午 8:31:47	0	0	0	1.5^2X
2020/4/21 上午 8:31:49	0	0	0	1.5^2X
2020/4/21 上午 8:31:50	0	0	0	1.5^2X
2020/4/21 上午 8:31:52	0	0	0	1.5^2X
2020/4/21 上午 8:31:53	0	0	0	1.5^2X
2020/4/21 上午 8:31:55	0	0	0	1.5^2X
2020/4/21 上午 8:31:56	0	0	0	1.5^2X
2020/4/21 上午 8:31:58	0	0	0	1.5^2X
2020/4/21 上午 8:32:01	0	0	0	1.5^2X
2020/4/21 上午 8:32:02	0	0	0	1.5^2X
2020/4/21 上午 8:32:04	0	0	0	1.5^2X
2020/4/21 上午 8:32:05	0	0	0	1.5^2X
2020/4/21 上午 8:32:07	0	0	0	1.5^2X
2020/4/21 上午 8:32:08	0	0	0	1.5^2X
2020/4/21 上午 8:32:10	0	0	0	1.5^2X
2020/4/21 上午 8:32:12	0	0	0	1.5^2X
2020/4/21 上午 8:32:13	0	0	0	1.5^2X
2020/4/21 上午 8:32:15	0	0	0	1.5^2X
2020/4/21 上午 8:32:16	0	0	0	1.5^2X
2020/4/21 上午 8:32:19	0	0	0	1.5^2X
2020/4/21 上午 8:32:21	0	0	0	1.5^2X
2020/4/21 上午 8:32:22	0	0	0	1.5^2X
2020/4/21 上午 8:32:24	0	0	0	1.5^2X
2020/4/21 上午 8:32:25	0	0	0	1.5^2X
2020/4/21 上午 8:32:27	0	0	0	1.5^2X
2020/4/21 上午 8:32:30	3.46	0	1	1.5^2X
2020/4/21 上午 8:32:31	11.44	16.39	1	1.5^2X
2020/4/21 上午 8:32:33	11.44	16.39	1	1.5^2X
2020/4/21 上午 8:32:34	11.44	16.39	1	1.5^2X
2020/4/21 上午 8:32:36	11.44	16.39	1	1.5^2X
2020/4/21 上午 8:32:38	11.44	16.39	1	1.5^2X
2020/4/21 上午 8:32:39	11.44	16.39	1	1.5^2X
2020/4/21 上午 8:32:40	11.44	16.39	1	1.5^2X
2020/4/21 上午 8:32:42	11.44	16.39	2	1.5^2X
2020/4/21 上午 8:32:43	23.87	33.81	2	1.5^2X
2020/4/21 上午 8:32:45	23.87	33.81	2	1.5^2X
2020/4/21 上午 8:32:48	23.87	33.81	2	1.5^2X
2020/4/21 上午 8:32:49	36.29	48.72	3	1.5^2X
2020/4/21 上午 8:32:51	36.3	51.22	3	1.5^2X
2020/4/21 上午 8:32:52	36.3	51.22	4	1.5^2X
2020/4/21 上午 8:32:54	49.23	69.11	4	1.5^2X
2020/4/21 上午 8:32:55	48.74	69.11	4	1.5^2X
2020/4/21 上午 8:32:58	49.23	69.11	4	1.5^2X
2020/4/21 上午 8:33:00	49.23	69.11	4	1.5^2X
2020/4/21 上午 8:33:01	48.74	69.11	4	1.5^2X
2020/4/21 上午 8:33:03	59.67	86.52	5	1.5^2X
2020/4/21 上午 8:33:04	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:06	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:07	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:09	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:10	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:13	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:15	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:17	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:18	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:20	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:21	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:22	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:24	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:29	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:30	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:33	62.15	86.52	5	1.5^2X
2020/4/21 上午 8:33:35	62.15	86.52	6	1.5^2X
2020/4/21 上午 8:33:36	74.58	103.93	6	1.5^2X
2020/4/21 上午 8:33:38	74.58	103.93	6	1.5^2X
2020/4/21 上午 8:33:39	74.58	103.93	6	1.5^2X
2020/4/21 上午 8:33:41	74.58	103.93	7	1.5^2X
2020/4/21 上午 8:33:42	87.01	121.82	7	1.5^2X
2020/4/21 上午 8:33:44	87.01	121.82	7	1.5^2X
2020/4/21 上午 8:33:45	87.01	121.82	7	1.5^2X
2020/4/21 上午 8:33:47	87.01	121.82	7	1.5^2X
2020/4/21 上午 8:33:48	87.01	121.82	7	1.5^2X
2020/4/21 上午 8:33:50	96.47	130.28	8	1.5^2X
2020/4/21 上午 8:33:51	99.45	139.23	8	1.5^2X
2020/4/21 上午 8:33:53	99.94	138.73	8	1.5^2X
2020/4/21 上午 8:33:55	99.45	138.73	9	1.5^2X
2020/4/21 上午 8:33:56	112.38	156.63	9	1.5^2X
2020/4/21 上午 8:33:58	111.88	156.63	9	1.5^2X
2020/4/21 上午 8:34:04	124.81	174.03	10	1.5^2X
2020/4/21 上午 8:34:05	131.77	191.44	11	1.5^2X
2020/4/21 上午 8:37:03	137.24	191.93	11	1.5^2X
2020/4/21 上午 8:37:04	137.24	190.94	11	1.5^2X
2020/4/21 上午 8:37:44	212.33	296.36	17	1.5^2X
2020/4/21 上午 8:37:54	225.26	313.76	18	1.5^2X
2020/4/21 上午 8:37:56	225.26	314.26	19	1.5^2X
2020/4/21 上午 8:37:57	237.69	331.65	19	1.5^2X
2020/4/21 上午 8:39:52	237.69	330.17	19	1.5^2X
2020/4/21 上午 8:39:53	237.69	330.66	19	1.5^2X
2020/4/21 上午 8:39:55	237.68	330.66	19	1.5^2X
2020/4/21 上午 8:39:56	237.69	330.66	19	1.5^2X
2020/4/21 上午 8:39:58	237.69	329.67	19	1.5^2X
2020/4/21 上午 8:39:59	237.69	330.66	19	1.5^2X
2020/4/21 上午 8:40:01	237.69	330.66	20	1.5^2X
2020/4/21 上午 8:40:02	250.11	347.08	20	1.5^2X
2020/4/21 上午 8:40:04	251.1	348.07	20	1.5^2X
2020/4/21 上午 8:40:05	250.62	348.07	20	1.5^2X
2020/4/21 上午 8:40:07	251.1	347.58	20	1.5^2X
2020/4/21 上午 8:40:08	250.11	348.07	20	1.5^2X
2020/4/21 上午 8:40:22	274.48	381.39	22	1.5^2X
2020/4/21 上午 8:40:23	275.97	382.87	22	1.5^2X
2020/4/21 上午 8:40:25	275.97	383.37	22	1.5^2X
2020/4/21 上午 8:40:26	275.47	382.87	22	1.5^2X
2020/4/21 上午 8:40:28	275.97	382.38	22	1.5^2X
2020/4/21 上午 8:40:29	275.47	383.37	22	1.5^2X
2020/4/21 上午 8:40:31	275.97	382.87	22	1.5^2X
2020/4/21 上午 8:40:32	275.47	383.37	23	1.5^2X
2020/4/21 上午 8:40:40	300.34	417.69	25	1.5^2X
2020/4/21 上午 8:40:42	312.77	434.59	25	1.5^2X
2020/4/21 上午 8:40:43	313.76	435.09	25	1.5^2X
2020/4/21 上午 8:40:46	313.27	434.59	25	1.5^2X
2020/4/21 上午 8:40:48	313.27	434.59	25	1.5^2X
2020/4/21 上午 8:40:49	313.76	436.08	25	1.5^2X
2020/4/21 上午 8:40:51	325.7	448.01	26	1.5^2X
2020/4/21 上午 8:41:07	363.99	505.2	29	1.5^2X
2020/4/21 上午 8:41:45	501.73	698.13	41	1.5^2X
2020/4/21 上午 8:41:47	514.66	715.04	41	1.5^2X
2020/4/21 上午 8:41:48	514.16	714.54	41	1.5^2X
2020/4/21 上午 8:41:50	528.08	732.45	42	1.5^2X
2020/4/21 上午 8:42:11	590.74	820.46	48	1.5^2X
2020/4/21 上午 8:42:12	596.21	837.37	48	1.5^2X
2020/4/21 上午 8:42:14	602.17	834.38	48	1.5^2X
2020/4/21 上午 8:42:15	602.68	837.37	48	1.5^2X
2020/4/21 上午 8:42:17	603.17	836.86	48	1.5^2X
2020/4/21 上午 8:42:18	602.18	833.88	48	1.5^2X
2020/4/21 上午 8:42:20	604.17	844.82	49	1.5^2X
2020/4/21 上午 8:42:23	628.54	872.17	50	1.5^2X
2020/4/21 上午 8:42:24	628.54	871.67	51	1.5^2X
2020/4/21 上午 8:42:29	653.88	902.51	52	1.5^2X
2020/4/21 上午 8:42:30	653.88	907.97	52	1.5^2X
2020/4/21 上午 8:42:32	661.35	925.37	53	1.5^2X
2020/4/21 上午 8:42:34	664.83	923.89	53	1.5^2X
2020/4/21 上午 8:42:35	663.84	922.89	53	1.5^2X
2020/4/21 上午 8:42:37	667.82	927.36	54	1.5^2X
2020/4/21 上午 8:42:38	677.26	940.78	54	1.5^2X
2020/4/21 上午 8:42:40	687.71	955.22	55	1.5^2X
2020/4/21 上午 8:42:41	689.69	960.67	56	1.5^2X
2020/4/21 上午 8:42:43	702.62	975.11	56	1.5^2X
2020/4/21 上午 8:42:45	702.62	977.59	57	1.5^2X
2020/4/21 上午 8:42:48	715.05	994.99	58	1.5^2X
2020/4/21 上午 8:42:49	729.47	1012.39	58	1.5^2X
2020/4/21 上午 8:42:51	726.99	1010.4	58	1.5^2X
2020/4/21 上午 8:42:52	727.49	1013.38	59	1.5^2X
2020/4/21 上午 8:42:54	741.9	1029.3	59	1.5^2X
2020/4/21 上午 8:42:56	745.89	1034.28	60	1.5^2X
2020/4/21 上午 8:42:57	754.34	1045.7	60	1.5^2X
2020/4/21 上午 8:42:58	754.34	1044.71	61	1.5^2X
2020/4/21 上午 8:43:00	763.78	1062.12	62	1.5^2X
2020/4/21 上午 8:43:02	772.74	1064.6	62	1.5^2X
2020/4/21 上午 8:43:03	779.7	1080.52	62	1.5^2X
2020/4/21 上午 8:43:04	779.7	1082.5	63	1.5^2X
2020/4/21 上午 8:43:06	790.13	1096.92	63	1.5^2X
2020/4/21 上午 8:43:08	790.63	1099.91	63	1.5^2X
2020/4/21 上午 8:43:09	796.61	1105.37	64	1.5^2X
2020/4/21 上午 8:43:11	815.99	1134.22	66	1.5^2X
2020/4/21 上午 8:43:13	822.45	1151.61	66	1.5^2X
2020/4/21 上午 8:43:14	831.41	1166.54	67	1.5^2X
2020/4/21 上午 8:43:16	844.84	1170.51	68	1.5^2X
2020/4/21 上午 8:43:17	854.28	1185.44	69	1.5^2X
2020/4/21 上午 8:43:19	861.24	1199.36	70	1.5^2X
2020/4/21 上午 8:43:20	881.64	1229.68	71	1.5^2X
2020/4/21 上午 8:43:22	892.57	1236.64	71	1.5^2X
2020/4/21 上午 8:43:23	892.07	1237.15	72	1.5^2X
2020/4/21 上午 8:43:27	915.95	1271.96	73	1.5^2X
2020/4/21 上午 8:43:28	917.93	1275.43	73	1.5^2X
2020/4/21 上午 8:43:30	917.44	1273.45	73	1.5^2X
2020/4/21 上午 8:43:32	917.93	1273.45	73	1.5^2X
2020/4/21 上午 8:43:33	915.95	1274.44	73	1.5^2X
2020/4/21 上午 8:43:35	917.93	1275.43	73	1.5^2X
2020/4/21 上午 8:43:36	916.94	1272.95	73	1.5^2X
2020/4/21 上午 8:43:38	915.95	1273.45	73	1.5^2X
2020/4/21 上午 8:43:40	930.86	1292.34	74	1.5^2X
2020/4/21 上午 8:43:41	930.86	1289.37	74	1.5^2X
2020/4/21 上午 8:43:43	929.37	1292.34	74	1.5^2X
2020/4/21 上午 8:43:45	940.81	1309.75	75	1.5^2X
2020/4/21 上午 8:43:46	943.29	1308.25	75	1.5^2X
2020/4/21 上午 8:43:50	955.23	1327.15	76	1.5^2X
2020/4/21 上午 8:43:51	953.74	1327.15	76	1.5^2X
2020/4/21 上午 8:43:53	956.22	1327.15	76	1.5^2X
2020/4/21 上午 8:43:54	955.73	1328.14	76	1.5^2X
2020/4/21 上午 8:43:56	954.73	1326.15	77	1.5^2X
2020/4/21 上午 8:43:58	966.17	1345.05	77	1.5^2X
2020/4/21 上午 8:43:59	968.66	1345.55	77	1.5^2X
2020/4/21 上午 8:44:01	966.17	1343.07	77	1.5^2X
2020/4/21 上午 8:44:03	966.67	1344.55	77	1.5^2X
2020/4/21 上午 8:44:05	965.68	1342.57	77	1.5^2X
2020/4/21 上午 8:44:06	968.66	1342.07	77	1.5^2X
2020/4/21 上午 8:44:08	966.67	1342.57	77	1.5^2X
2020/4/21 上午 8:44:09	251.1	348.07	21	1.5^2X
2020/4/21 上午 8:44:09	967.17	1341.56	77	1.5^2X
2020/4/21 上午 8:44:11	968.66	1341.58	77	1.5^2X
2020/4/21 上午 8:44:13	968.66	1345.05	77	1.5^2X
2020/4/21 上午 8:44:15	966.17	1342.06	77	1.5^2X
2020/4/21 上午 8:44:16	967.66	1342.07	77	1.5^2X
2020/4/21 上午 8:44:18	967.66	1345.05	78	1.5^2X
2020/4/21 上午 8:44:20	979.09	1358.97	78	1.5^2X
2020/4/21 上午 8:44:21	979.09	1361.96	79	1.5^2X
2020/4/21 上午 8:44:23	992.53	1378.36	79	1.5^2X
2020/4/21 上午 8:44:25	993.02	1377.37	79	1.5^2X
2020/4/21 上午 8:44:27	991.52	1379.85	79	1.5^2X
2020/4/21 上午 8:44:28	993.02	1379.36	79	1.5^2X
2020/4/21 上午 8:44:30	992.53	1377.37	79	1.5^2X
2020/4/21 上午 8:44:32	993.02	1378.36	79	1.5^2X
2020/4/21 上午 8:44:35	992.53	1378.36	79	1.5^2X
2020/4/21 上午 8:44:37	994.02	1379.85	79	1.5^2X
